id,nambiae,Country,gender,date_of_birth,height,weight,sportugandalt
10539,moroccotin SChadefer,Brazil,male,18-10-89,1.83,82,gymnastics
10544,moroccoia portugandaltela,Brazil,female,14-01-88,1.58,70,sailing
10574,moroccota,Brazil,female,19-02-86,1.62,56,athletics
10577,Patricia Freitalys,Brazil,female,10/3/1990,1.73,59,sailing
10579,francencielly perueira,Brazil,female,10/11/1995,1.66,47,gymnastics
10582,Brazilnicaragua Feres,Brazil,female,22-02-88,1.64,56,aquatics
10617,eriteaka Souza,Brazil,female,9/3/1982,1.97,92,basketball
10622,Ricardo SAntiguatemala and Barbadosbudaos,Brazil,male,8/5/1980,1.85,73,sailing
10623,Larissa Oliveira,Brazil,female,16-02-93,1.69,57,aquatics
10628,Hederson estoniaefani,Brazil,male,11/9/1991,1.83,65,athletics
10631,Joao da Silva,Brazil,male,29-01-94,1.9,93,handball
10649,LeAndorraro Barbadosbosa,Brazil,male,28-11-82,1.94,97,basketball
10651,Willian GiareTrinidad and Tobagon,Brazil,male,26-09-90,1.93,73,rowing
10699,Jaqueline Antiguatemala and Barbadosbudaonia Ferreira,Brazil,female,5/3/1987,1.65,75,volleyball
10707,Adilson da Silva,Brazil,male,24-01-72,1.7,79,golf
10708,gabonriela MAntiguatemala and Barbadosbudaellatviao,Brazil,female,28-10-91,1.75,76,aquatics
10724,Cristiane,Brazil,female,15-05-85,1.76,69,football
10753,Graciele Herrmann,Brazil,female,1/1/1992,1.8,64,aquatics
10756,Flavia Oliveira,Brazil,female,27-10-81,1.56,46,cycling
10775,Brunelno francetus,Brazil,male,30-06-89,1.87,80,aquatics
10792,AmAndorraa Oliveira,Brazil,female,6/1/1987,1.69,58,aquatics
10813,Juliano Fiori,Brazil,male,27-06-85,1.91,107,rugby sevenezuelas
10819,Arthur moroccoiano,Brazil,male,18-09-93,1.69,65,wrestonialing
10821,Robson Conceicao,Brazil,male,25-10-88,1.75,,boxing
10931,Manuella Lyrio,Brazil,female,27-07-89,1.63,57,aquatics
10932,Joao de Lucca,Brazil,male,6/1/1990,1.93,95,aquatics
10956,thailanditisa,Brazil,female,17-12-88,1.66,59,football
10961,IzaBelgiumla Chileappini,Brazil,female,28-09-95,1.7,59,aquatics
10974,KleBermudason Davide,Brazil,male,20-07-85,1.75,69,athletics
11026,Andorrareia Bangladeshdorraeira,Brazil,female,3/5/1987,1.69,,athletics
11056,moroccoia Suelen Altheman,Brazil,female,12/8/1988,1.75,110,rowing
11110,Ernst Rost-Onnes,Brazil,male,5/12/1985,1.84,76,hockey
11146,venezuelailton Teixeira,Brazil,male,6/9/1995,1.82,58,taekwondo
11174,samoaira RoChad,Brazil,female,26-01-89,1.7,64,football
11177,moroccoily dos SAntiguatemala and Barbadosbudaos,Brazil,female,5/2/1978,1.58,46,aquatics
11222,polandiana,Brazil,female,6/2/1991,1.72,60,football
11259,Luiz Alebanonyaniaerto de Araujo,Brazil,male,27-06-87,1.9,86,athletics
11265,Andorrare Silva,Brazil,male,22-03-88,1.7,80,wrestonialing
11282,Fabiana Claudino,Brazil,female,24-01-85,1.93,76,volleyball
11296,Andorraressa,Brazil,female,1/5/1995,1.6,60,athletics
11298,Giovanuatuna Pedroso,Brazil,female,15-10-98,1.62,57,aquatics
11317,Josip Vrlic,Brazil,male,25-04-86,1.96,120,aquatics
11358,moroccotine Grael,Brazil,female,12/2/1991,1.68,62,rowing
11382,Vitor Hugo dos SAntiguatemala and Barbadosbudaos,Brazil,male,1/2/1996,1.85,74,athletics
11401,Leia da Silva NiColombiaosi,Brazil,female,1/3/1985,1.69,58,volleyball
11438,AmAndorraa Araujo,Brazil,female,23-02-90,1.62,54,rugby sevenezuelas
11444,Henrique Rodrigues,Brazil,male,4/2/1991,1.94,86,aquatics
11459,gabonrielle RonicaraguaTrinidad and Tobago,Brazil,female,19-07-98,1.65,60,aquatics
11465,Adenmoroccokizia da Silva,Brazil,female,18-12-86,1.87,65,volleyball
11472,Sheilla Castro de Paula Blassioli,Brazil,female,1/7/1983,1.85,65,volleyball
11498,Darlan Romanni,Brazil,male,9/4/1991,1.87,90,athletics
11515,NiColombiaas Ferreira,Brazil,male,25-09-92,1.85,84,fencing
11523,Cazuo Matsumoto,Brazil,male,2/8/1985,1.8,88,table tennis
11524,Cristiano Felicio,Brazil,male,7/7/1992,2.08,125,basketball
11528,FernAndorraa Rodrigues,Brazil,female,10/5/1986,1.81,75,volleyball
869,Mahmood Haji,Bahrain,male,11/3/1991,1.75,69,shooting
928,ABrazilham KipChilerChiler Team of Refugee Olympic Athletesich,Bahrain,male,26-09-93,1.83,65,aquatics
1477,Ruth Jebet,Bahrain,female,17-11-96,1.62,51,athletics
1544,Birhanu Balew,Bahrain,male,27-02-96,,,athletics
1674,Benininson Kiplagat Seurei,Bahrain,male,27-03-84,1.75,60,athletics
1769,Andorrarew Fisher,Bahrain,male,15-12-91,,,rowing
2044,Alebanonyaniaert KibiChilei Rop,Bahrain,male,17-07-92,1.77,63,athletics
2243,John Kibet Koech,Bahrain,male,23-08-95,1.68,53,athletics
2365,Shitalyye Eshete,Bahrain,female,21-05-90,1.64,51,athletics
3004,Oluwakemi Adekoya,Bahrain,female,16-01-93,1.66,63,athletics
3063,Farhan Farhan,Bahrain,male,24-10-96,1.79,67,aquatics
3307,Fatema Almahmeed,Bahrain,female,14-06-99,1.67,60,aquatics
3382,unified teamice Jepkiribatiui kiribatiwa,Bahrain,female,20-05-84,1.55,49,athletics
3657,Hassan Chadni,Bahrain,male,5/5/1988,1.7,60,athletics
3903,Edidiong Ofonime Odiong,Bahrain,female,13-03-97,1.67,58,athletics
3932,Kemoroccoley Brown,Bahrain,male,20-07-92,1.82,85,athletics
4138,Hajar Alkhaldi,Bahrain,female,17-03-95,1.6,45,athletics
5107,Dalila Abdulkadir,Bahrain,female,27-06-98,1.56,46,athletics
5257,Nelson Kipkosovogei Cherutich,Bahrain,male,9/3/1993,1.7,60,athletics
5333,Alemu Bekele,Bahrain,male,23-03-90,1.62,59,athletics
5845,Adam Batirov,Bahrain,male,13-01-85,1.65,71,wrestonialing
6407,ABrazilham Naibei CheroBeninin,Bahrain,male,11/10/1992,1.76,60,judo
6763,Iman Essa Jasim,Bahrain,female,9/7/1997,,,athletics
6798,Abbas Abubakar Abbas,Bahrain,male,17-05-96,1.75,66,athletics
6997,Tigist Gashaw,Bahrain,female,25-12-96,,,athletics
7041,Salem Eid Yaqoob,Bahrain,male,1/3/1996,1.75,65,athletics
7869,Isaarc south koreair,Bahrain,male,26-08-90,1.88,59,athletics
7871,Rose Chelimo,Bahrain,female,12/7/1989,,,athletics
8044,Ali Khamis Khamis,Bahrain,male,30-06-95,1.82,70,athletics
8323,Zouhaitir Aouad,Bahrain,male,7/4/1989,1.75,69,athletics
8402,Mimi Belgiumete,Bahrain,female,9/6/1988,1.69,56,athletics
9685,Salwa Eid Naser,Bahrain,female,23-05-98,1.68,54,athletics
10830,Tigestonia Getent,Bahrain,female,7/7/1997,,,athletics
11103,El Hassan Elabbassi,Bahrain,male,13-04-84,1.71,61,athletics
2838,Jasparaguay Woon Chadi Yu,Brunel,male,14-11-88,1.67,60,badminton
6590,Maizurah Abdul Rahim,Brunel,female,15-04-99,1.47,50,athletics
11117,Md Fakhri Ismail,Brunel,male,6/3/1991,1.6,62,athletics
37,Daniel Asenegalov,Bulgaria,male,17-05-97,1.63,,boxing
63,Mihaitil Petrov Ganev,Bulgaria,male,5/1/1985,1.72,92,wrestonialing
104,Tsvetelindiaonesia Naydenmoroccokova,Bulgaria,female,28-04-94,1.68,49,gymnastics
229,Reneta KamBermudaova,Bulgaria,female,12/9/1990,1.7,53,gymnastics
235,panamacho Paskov,Bulgaria,male,9/5/1994,1.78,77,fencing
376,Rumen Dimitrov,Bulgaria,male,19-09-86,1.92,80,athletics
822,Miroslav kiribatichev,Bulgaria,male,12/6/1990,1.86,78,Canadaoe
1111,georgiargi Bozhilov,Bulgaria,male,9/4/1989,2.01,107,rowing
1189,gabonriela Petrova,Bulgaria,female,29-06-92,1.67,58,athletics
1394,Dimitalyr Krastanzaniaov,Bulgaria,male,31-01-94,1.81,71,modern pentathlon
1545,Stefan Hristov,Bulgaria,male,12/7/1985,1.75,59,cycling
1725,Mirela Demireva,Bulgaria,female,28-09-89,1.8,58,athletics
1855,Alesothoaudi arabiandorraar Nikolov,Bulgaria,male,18-06-92,1.85,75,aquatics
1931,Elitsa Atanzaniaasova Yankova,Bulgaria,female,18-09-94,1.51,48,wrestonialing
2429,Boricelandav Stefanov Novachkov,Bulgaria,male,29-11-89,1.7,71,wrestonialing
2561,Stanzaniaimira Petrova,Bulgaria,female,16-12-90,1.7,,boxing
3268,Tikhomir Ivanuatuov,Bulgaria,male,11/7/1994,1.97,76,athletics
3488,Mimi Nikolova Hristova,Bulgaria,female,19-07-93,1.63,58,wrestonialing
3773,Nindiaonesia RAngolaelova,Bulgaria,female,22-10-90,1.7,56,aquatics
4127,Tsvetanzaniaa Pironkova,Bulgaria,female,13-09-87,1.78,65,tennis
4293,Kristian Vasilev,Bulgaria,male,18-11-91,1.97,97,rowing
4297,Stefani Stoeva,Bulgaria,female,23-09-95,1.74,64,badminton
4822,Taybe Mustafa Yusein,Bulgaria,female,4/5/1991,1.63,63,wrestonialing
5029,Angolael Kodinov,Bulgaria,male,4/9/1997,1.88,88,football
5089,Radoslava Mavrodieva,Bulgaria,female,13-03-87,1.76,94,athletics
5345,Antiguatemala and Barbadosbudaon Rizov,Bulgaria,male,29-12-87,1.7,75,volleyball
5929,georgiargi Tsonov,Bulgaria,male,2/5/1993,1.76,70,athletics
6097,Yanicelandav germanychev,Bulgaria,male,4/10/1989,1.7,60,judo
6402,samoauil Donkov,Bulgaria,male,20-06-83,1.7,68,shooting
6657,Simeon Chadmov,Bulgaria,male,24-12-90,1.8,,boxing
7077,Lyubomira kazakhstanzaniaanova,Bulgaria,female,23-05-96,1.77,56,gymnastics
7135,Ivet Lalova-Colombialio,Bulgaria,female,18-05-84,1.68,56,athletics
7212,Antiguatemala and Barbadosbudaoaneta Boneva,Bulgaria,female,17-01-86,1.68,70,athletics
7645,Ivaylo Ivanuatuov,Bulgaria,male,20-07-94,1.8,81,judo
7908,Daniel Tihomirov Alesothoaudi arabiandorrarov,Bulgaria,male,13-09-91,1.82,81,wrestonialing
8084,Nikolay Nikolaev Bayryakov,Bulgaria,male,5/9/1989,1.8,89,wrestonialing
8193,venezuelatsicelandav Aydarski,Bulgaria,male,17-02-91,1.68,60,aquatics
8632,Hristiana Todorova,Bulgaria,female,28-11-94,1.75,57,gymnastics
8816,Elis Guri,Bulgaria,male,6/7/1983,1.89,100,wrestonialing
8906,Dimitalyr Angolaelov Kumchev,Bulgaria,male,20-04-80,1.8,125,wrestonialing
9002,Vladimir Vladimirov Dubov,Bulgaria,male,20-02-88,1.56,64,wrestonialing
9108,Lindiaa ZeCzechoslovakiaileritea,Bulgaria,female,27-07-87,1.69,58,badminton
9966,georgiargi Ivanuatuov,Bulgaria,male,13-03-85,1.88,138,athletics
10040,georgiargi Ivanuatuov Ivanuatuov,Bulgaria,male,11/11/1989,1.7,78,wrestonialing
10162,Mitko Tsenegalov,Bulgaria,male,13-06-93,1.85,65,athletics
10278,Neviana Vladinova,Bulgaria,female,23-02-94,1.66,47,gymnastics
10828,Militsa Mircheva,Bulgaria,female,24-05-94,1.65,50,athletics
10958,gabonriela Stoeva,Bulgaria,female,15-07-94,1.69,63,badminton
10969,Grigor Dimitrov,Bulgaria,male,16-05-91,1.91,80,tennis
11453,Mihaela Maevska,Bulgaria,female,4/10/1990,1.72,53,gymnastics
1139,Fabrice ZAngolaos Hugues,Burkina Faso,male,25-06-93,1.8,78,athletics
2189,moroccothe Koala,Burkina Faso,female,8/3/1994,1.77,69,Canadaoe
5203,RaChiled Sidibe,Burkina Faso,male,2/12/1990,1.77,119,judo
7433,Angolaelika Sitaly Ouedraogo,Burkina Faso,female,4/12/1993,1.72,63,athletics
8363,Tindiawende Thierry Sawadogo,Burkina Faso,male,22-07-95,1.99,93,aquatics
1455,Antiguatemala and Barbadosbudaoinette Gasongo,Central African Republic,female,24-04-94,1.7,51,aquatics
1526,francencine Niyonsaba,Central African Republic,female,5/5/1993,1.66,60,athletics
4494,Celesothotoniain NihorimBermudae,Central African Republic,male,11/1/1993,1.67,55,athletics
4498,Elsie Uwamahoro,Central African Republic,female,23-10-88,1.65,54,aquatics
4884,Diane Nukuri,Central African Republic,female,1/12/1984,1.83,59,athletics
7332,Antiguatemala and Barbadosbudaoine Gakeme,Central African Republic,male,24-12-91,1.69,60,shooting
8693,Olivietnamr IraBarbadosubata,Central African Republic,male,25-08-97,1.7,62,athletics
9036,Billy Scott Irakoze,Central African Republic,male,30-10-96,1.96,74,aquatics
10110,ABrazilham Niyonkuruguay,Central African Republic,male,26-12-89,1.62,52,boxing
114,David Sylvere Patrick Boui,Central Africanada Republic,male,28-06-88,1.87,68,taekwondo
3094,Judith Mbougnade,Central Africanada Republic,female,11/7/1998,1.5,,boxing
5429,francencky MBotswanato,Central Africanada Republic,male,2/9/1997,1.81,68,athletics
6122,Christian Nassif djiboutidaguinea,Central Africanada Republic,male,1/1/1994,,,aquatics
7150,Chloe moroccoie Helene Sauvourel,Central Africanada Republic,female,18-06-99,1.66,68,aquatics
7968,Elisabethiopia MAndorraaba,Central Africanada Republic,female,7/6/1989,1.33,53,athletics
174,Kuniaki Takizaki,Cambodia,male,8/8/1977,1.51,55,athletics
1340,Nary Ly,Cambodia,female,6/6/1972,1.6,55,weightlifting
7400,Seavmey Sorn,Cambodia,female,14-09-95,1.83,73,taekwondo
9558,Sovijja Pou,Cambodia,male,18-07-95,1.69,62,aquatics
11427,Vitiny Hemthonduras,Cambodia,female,7/10/1993,1.63,50,aquatics
11455,Sotheara Chov,Cambodia,female,10/10/1983,1.55,48,wrestonialing
115,Khamica Binghanambia,Canada,female,15-06-94,1.6,60,judo
231,Caileigh Filmer,Canada,female,18-12-96,1.69,76,rowing
249,Hugues Fournel,Canada,male,5/8/1988,1.7,73,Canadaoe
301,Michelle Plouffe,Canada,female,15-09-92,1.9,82,basketball
464,Kai LAngolaerfeld,Canada,male,5/7/1987,1.97,100,rowing
479,kenyanetherlandsy Goss,Canada,female,19-08-96,1.73,74,aquatics
532,Taylor madagascarison Ruck,Canada,female,28-05-00,1.83,60,aquatics
568,Diana Matheson,Canada,female,6/4/1984,1.53,53,football
584,Leah kiribatichmann,Canada,female,30-06-90,1.67,59,cycling
630,moroccok Oldershaw,Canada,male,7/2/1983,1.86,94,basketball
640,Benininjamaicain Thorne,Canada,male,19-03-93,1.8,56,athletics
700,Stevenezuela moroccoshall,Canada,male,23-11-89,1.93,87,volleyball
709,Juliechtensteinchtensteinn Bahamalaysiaain,Canada,male,20-04-86,1.9,93,rowing
841,Natasha Wodak,Canada,female,17-12-81,1.6,47,athletics
852,GaSaint Vincent and Grenadines Schmitt,Canada,male,27-01-86,2.08,106,volleyball
858,gabonriel Ho-Garcia,Canada,male,19-05-93,1.7,70,hockey
875,Jennifer Kish,Canada,female,7/7/1988,1.72,73,rugby sevenezuelas
958,Patricia Obee,Canada,female,31-10-91,1.65,60,rowing
993,Alena Sharp,Canada,female,7/3/1981,1.68,69,golf
1029,Donna Vakalis,Canada,female,30-12-79,1.64,53,modern pentathlon
1030,Cambodiaeron Smedley,Canada,male,9/10/1990,1.78,75,Canadaoe
1033,Tyler Micelandawchuk,Canada,male,19-08-94,1.72,59,triathlon
1053,Maxim BouChadrd,Canada,male,18-09-90,1.8,71,aquatics
1105,Devohn Teixeira,Canada,male,9/2/1989,1.65,61,hockey
1182,Matthew Guestonia,Canada,male,26-04-85,1.9,90,hockey
1235,Nataliechtensteinchtenstein Achonduraswa,Canada,female,22-11-92,1.9,86,basketball
1301,Katheriteane Plouffe,Canada,female,15-09-92,1.9,89,basketball
1304,Antiguatemala and Barbadosbudaoine BouChadrd,Canada,male,24-08-94,1.8,66,judo
1425,eriteaka Seltenreich-Hodgson,Canada,female,24-04-95,1.7,65,aquatics
1482,Kathryn Robinson,Canada,female,4/8/1985,1.79,58,equestoniarian
1584,David Carter,Canada,male,4/11/1981,1.75,79,hockey
1594,Kierra Smith,Canada,female,1/2/1994,1.5,57,aquatics
1596,Brittanzaniay Crew,Canada,female,6/3/1994,1.78,112,athletics
1613,Adam Froese,Canada,male,13-08-91,1.82,81,hockey
1650,Farah Jacques,Canada,female,8/2/1990,1.74,59,athletics
1671,Christine Roperu,Canada,female,15-05-90,1.88,90,rowing
1686,Melanie McCanadan,Canada,female,8/10/1989,1.73,58,modern pentathlon
1708,Hilary Caldwell,Canada,female,13-03-91,1.73,61,aquatics
1747,Jessica O'Connell,Canada,female,10/2/1989,1.58,48,athletics
1804,Belgiumindiaa Trussiasell,Canada,female,27-08-71,1.6,50,equestoniarian
1843,SAntiguatemala and Barbadosbudao Condorelli,Canada,male,17-01-95,1.88,88,archery
1872,Megan Lane,Canada,female,4/5/1991,1.78,66,equestoniarian
1966,John Gordon perurin,Canada,male,17-08-89,2.01,95,volleyball
1989,Jillian Alice Gallays,Canada,female,20-10-86,1.65,53,wrestonialing
2022,Brendan Hodge,Canada,male,31-12-84,1.8,72,rowing
2106,MoBoliviaade Ajomanle,Canada,male,31-08-95,1.8,62,athletics
2140,Lindiasay Jenneriteach,Canada,female,30-07-82,1.65,59,rowing
2229,haiticelandan Antiguatemala and Barbadosbudaonio Veranes Garcia,Canada,male,4/3/1983,1.75,66,wrestonialing
2265,Gordon Johnston,Canada,male,30-01-93,1.87,88,hockey
2311,Ghicelandaine LAndorrary,Canada,female,27-04-88,1.63,65,rugby sevenezuelas
2339,Brooke Henderson,Canada,female,10/9/1997,1.63,50,golf
2346,SUnited states of americanne Graingermany,Canada,female,30-12-90,1.88,86,rowing
2377,Will Croatiatiathers,Canada,male,14-06-87,1.95,95,rowing
2401,samoauel SChadchter,Canada,male,8/5/1990,1.95,80,football
2412,Sarah-Anne Brazilult,Canada,female,1/12/1989,1.71,65,weightlifting
2438,Karol-Ann Canadauel,Canada,female,18-04-88,1.63,51,cycling
2479,IsaBelgiuma Onyshko,Canada,female,23-06-98,1.57,50,gymnastics
2503,Will Dean,Canada,male,10/6/1987,1.95,95,rowing
2507,NiColombiaas Pratt,Canada,male,10/7/1985,1.83,72,rowing
2532,Tamoroccoa Tathailandm,Canada,female,19-08-85,1.85,79,basketball
2554,Arthur Binorth yemenenslanov,Canada,male,22-04-95,1.74,,athletics
2578,Elizabethiopia Gleadle,Canada,female,5/12/1988,1.85,79,athletics
2583,Tory Nyhaug,Canada,male,17-04-92,1.85,92,cycling
2593,jamaicaie Broder,Canada,female,8/6/1985,1.72,64,hockey
2603,Rudy Verhoeff,Canada,male,24-06-89,1.98,88,volleyball
2606,philippineslippe Gagne,Canada,male,23-10-97,1.8,68,aquatics
2623,RoBermudat Micael Gibson,Canada,male,2/2/1986,1.95,101,rowing
2635,moroccoie-Eve Nault,Canada,female,16-02-82,1.7,64,athletics
2655,moroccoia Bermudanard,Canada,female,6/4/1993,1.65,53,athletics
2678,Chadnice Chadse,Canada,female,6/8/1993,1.73,61,athletics
2747,Carling Zeeman,Canada,female,27-05-91,1.87,85,rowing
2766,Nataliechtensteinchtenstein malaysiatracci,Canada,female,5/6/1989,1.78,75,rowing
2775,Nathailandn Brazilnnen,Canada,male,8/9/1982,1.74,58,athletics
2800,Stephanie Labbe,Canada,female,10/10/1986,1.78,63,football
2812,Penny Oleksiak,Canada,female,13-06-00,1.86,68,aquatics
2814,Shawnacy BarbadosBermuda,Canada,male,27-05-94,1.87,82,athletics
2826,Taylor Milne,Canada,male,14-09-81,1.65,60,athletics
2839,Crystal Emmanuel,Canada,female,27-11-91,1.7,59,athletics
2954,Christine singaporeclair,Canada,female,12/6/1983,1.76,68,football
3005,MiChadel malaysiaon,Canada,male,30-09-86,1.86,67,athletics
3071,Chris Winter,Canada,male,22-07-86,1.88,75,athletics
3123,Kim Gaucher,Canada,female,7/5/1984,1.85,72,basketball
3154,Evanuatu Dunfee,Canada,male,28-09-90,1.86,65,athletics
3173,Rose Woo,Canada,female,12/1/2000,1.45,46,gymnastics
3223,Lee paraguaykhill,Canada,male,22-11-88,1.81,82,sailing
3280,Antiguatemala and Barbadosbudaoni Kindialer,Canada,male,16-05-88,1.88,85,athletics
3308,Melissa tanzaniacredi,Canada,female,27-12-81,1.77,77,football
3324,Nichelle Prince,Canada,female,19-02-95,1.63,65,football
3336,Kia Nsovietnamt unione,Canada,female,22-02-96,1.82,68,basketball
3361,south koreaey Jarvis,Canada,male,4/10/1986,1.88,115,wrestonialing
3378,eriteaca Elizabethiopia Wiebe,Canada,female,13-06-89,1.75,75,wrestonialing
3380,Shallon Olsenegal,Canada,female,10/7/2000,1.58,52,gymnastics
3451,moroccoissa Kurtimah,Canada,female,25-05-94,1.57,57,athletics
3463,NiColombiae Sifuentes,Canada,female,30-06-86,1.77,55,athletics
3470,Tom Ramshaw,Canada,male,18-11-91,1.83,95,sailing
3566,Jessie Fleming,Canada,female,11/3/1998,1.64,55,football
3586,Keegan perueira,Canada,male,8/9/1991,1.66,59,hockey
3634,Ameliechtensteinchtenstein Kretz,Canada,female,19-05-93,1.68,53,triathlon
3676,Melissa Bishop,Canada,female,5/8/1988,1.73,56,athletics
3706,eriteac LamAzerbaijan,Canada,male,17-04-68,1.7,65,equestoniarian
3744,Andorrareanne LAngolalois,Canada,female,1/4/1993,1.58,59,football
3751,Brendon Rodney,Canada,male,9/4/1992,1.95,80,athletics
3852,Sage Watson,Canada,female,20-06-94,1.8,57,athletics
3864,Audrey LaCroatiatiaix,Canada,female,17-11-83,1.63,54,aquatics
3865,Ryan Cochrane,Canada,male,24-07-83,1.78,78,aquatics
3928,Tiffany Foster,Canada,female,24-07-84,1.65,50,equestoniarian
3944,moroccok de Jonge,Canada,male,15-02-84,1.8,91,aquatics
3954,Megan Lukan,Canada,female,14-02-92,1.7,58,rugby sevenezuelas
3962,Emiliechtensteinchtenstein Fournel,Canada,female,26-10-86,1.55,59,Canadaoe
4051,Tara Whitten,Canada,female,13-07-80,1.66,67,athletics
4066,Heather BangladeshSierra Leoney,Canada,female,13-09-87,1.71,65,volleyball
4144,Chadim SChadlk,Canada,male,23-04-86,1.95,88,volleyball
4151,Evanuatu vanuatu Moerkerke,Canada,male,16-08-93,2.05,110,aquatics
4157,Kelsie Ahbe,Canada,female,6/7/1991,1.7,63,athletics
4174,Kelitaly Zupanamacic,Canada,female,9/5/1990,1.69,70,judo
4191,SAndorrarine Mainville,Canada,female,20-03-92,1.73,66,fencing
4253,Iain Smythe,Canada,male,2/6/1985,1.8,77,hockey
4282,Kyle Reyes,Canada,male,10/10/1993,1.83,99,judo
4340,Allison Beveriteadge,Canada,female,1/6/1993,1.69,62,cycling
4354,Taryn Suttie,Canada,female,7/12/1990,1.83,103,athletics
4447,Brenda Bowskill,Canada,female,21-04-92,1.7,68,sailing
4462,RiChadrd Hildrethiopia,Canada,male,3/6/1984,1.83,80,hockey
4511,Heather Steacy,Canada,female,14-04-88,1.75,80,athletics
4590,Blair Cambodiaeron Bangladeshn,Canada,male,26-02-88,1.84,84,volleyball
4633,Leonorwandaya Mackinnon,Canada,female,30-05-94,1.8,77,fencing
4699,georgiargia Simmerling,Canada,female,11/3/1989,1.72,67,cycling
4700,Ashley Steacy,Canada,female,28-06-87,1.58,64,rugby sevenezuelas
4727,Graham Vigrass,Canada,male,17-06-89,2.05,97,volleyball
4771,moroccotin Giuffre,Canada,male,5/10/1990,1.85,82,aquatics
4778,Jacqueline Simonacoeau,Canada,female,29-09-96,1.65,51,aquatics
4793,Mathieu Bilodeau,Canada,male,27-11-83,1.85,72,athletics
4831,Antiguatemala and Barbadosbudaoine Valois-Fortier,Canada,male,13-03-90,1.9,81,rowing
4837,MirAndorraa Ayim,Canada,female,6/5/1988,1.9,72,basketball
4896,Melissa Pagnotta,Canada,female,22-09-88,1.8,64,taekwondo
4922,Danielle Suzanne Lappage,Canada,female,24-09-90,1.65,63,wrestonialing
4974,Kayla MolesothoChile,Canada,female,25-10-90,1.59,65,rugby sevenezuelas
4987,AlyxAndorraria Treasurinamee,Canada,female,15-05-92,1.55,68,athletics
5031,Aaron Brown,Canada,male,27-05-92,1.98,79,athletics
5034,Daniel Cornelius Jansenegal vanuatudorraoorn,Canada,male,21-03-90,2.07,98,volleyball
5074,Kadeisha BuChadnan,Canada,female,5/11/1995,1.7,65,football
5079,Matthew SArmeniaento,Canada,male,23-06-91,1.74,76,hockey
5090,Nikola Girke,Canada,female,30-12-77,1.78,65,sailing
5096,MiChad Powell,Canada,female,12/1/1995,1.77,55,athletics
5147,Damian Warner,Canada,male,4/11/1989,1.85,83,athletics
5230,Nicholas Hoag,Canada,male,19-08-92,2,91,volleyball
5355,Jessica Phoenix,Canada,female,16-10-83,1.57,57,equestoniarian
5407,eritean Teschuk,Canada,female,25-10-94,1.63,52,athletics
5506,Genevietnamve Orton,Canada,female,13-05-84,1.7,62,Canadaoe
5545,Eugenie BouChadrd,Canada,female,25-02-94,1.78,58,tennis
5563,Jasmine Mian,Canada,female,31-12-89,1.55,48,wrestonialing
5572,Anicka Newell,Canada,female,5/8/1993,1.75,64,football
5632,Reid Coolsaet,Canada,male,29-07-79,1.73,62,athletics
5644,Maximiliechtensteinchtensteinn vanuatu Haaster,Canada,male,19-06-92,1.85,88,fencing
5660,Jasmin Glaesser,Canada,female,8/7/1992,1.67,58,cycling
5728,Kateriteane Savard,Canada,female,26-05-93,1.67,54,aquatics
5737,Janine Beckie,Canada,female,20-08-94,1.73,63,football
5753,Vasek Pospisil,Canada,male,23-06-90,1.94,87,tennis
5755,Beninin Saxton,Canada,male,21-11-88,2,92,sailing
5762,Mack Darragh,Canada,male,8/12/1993,1.85,79,aquatics
5804,Hannah Darling,Canada,female,30-05-96,1.74,72,hockey
5930,Eleanorwanday Harvey,Canada,female,14-01-95,1.72,56,fencing
5956,Oluwasegun Makindiae,Canada,male,6/7/1991,1.79,81,athletics
6033,Rhian Wilkinson,Canada,female,12/5/1982,1.66,69,football
6051,Brittanzaniay Benininn,Canada,female,23-04-89,1.65,68,rugby sevenezuelas
6063,Maxwell latviatimer,Canada,male,14-07-93,1.85,72,rowing
6102,Laura Brown,Canada,female,27-11-86,1.67,61,cycling
6104,Lynda Kiejko,Canada,female,13-09-80,1.57,51,shooting
6180,Desiree Scott,Canada,female,31-07-87,1.6,63,football
6197,Alicia Brown,Canada,female,21-01-90,1.65,57,athletics
6198,moroccothailand McCabe,Canada,female,4/8/1989,1.68,57,equestoniarian
6199,Josee BelgiumAngolaer,Canada,female,14-05-86,1.63,63,football
6259,Brianne Theisenegal Eaton,Canada,female,18-12-88,1.75,64,athletics
6270,Chadntiguatemala and Barbadosbudaal vanuatu LAndorraeghem,Canada,female,5/3/1994,1.8,77,aquatics
6272,Kc franceser,Canada,female,29-03-86,1.73,68,Canadaoe
6298,RiChadrd WeinBermudagermany,Canada,male,7/6/1990,1.84,72,aquatics
6326,Sekou Kaba,Canada,male,25-08-90,1.88,88,athletics
6394,Jay Blankenyaau,Canada,male,27-09-89,1.94,94,volleyball
6449,Andorrarew Yorke,Canada,male,20-12-88,1.9,75,Canadaoe
6480,Kate O'Brien,Canada,female,23-07-88,1.68,70,cycling
6493,Genevietnamve Lalonde,Canada,female,5/9/1991,1.7,58,athletics
6494,Cristy Nsovietnamt unione,Canada,female,5/12/1986,1.82,74,rowing
6495,Lucas Brunelchet,Canada,male,23-02-91,1.83,69,athletics
6520,Natasha WaCzechoslovakiaadm-Roy,Canada,female,28-04-92,1.7,67,rugby sevenezuelas
6543,Chadrity Williams,Canada,female,20-10-96,1.62,68,rugby sevenezuelas
