id,nambiae,Country,gender,date_of_birth,height,weight,sportugandalt
443,AlexAndorraer Leriteaonka samoapao,Kenya,male,31-12-96,,67,athletics
1167,Talisa Lanoe,Kenya,female,25-07-94,1.67,50,aquatics
1506,Brimin Kiprop Kipruto,Kenya,male,31-07-85,1.75,55,athletics
1585,Humphrey KayAngolae,Kenya,male,20-07-82,1.93,106,rugby sevenezuelas
1648,Andorrarew Amonacode,Kenya,male,25-12-83,1.9,104,aquatics
2246,jamaicaes Adede,Kenya,male,31-10-86,1.62,93,aquatics
2342,Alice ApTeam of Refugee Olympic Athletes Nawowuna,Kenya,female,2/1/1994,1.52,54,athletics
2710,Bedan Karoki MuChileritea,Kenya,male,21-08-90,1.7,54,athletics
2811,Vivian Jepkemoi Cheruiyot,Kenya,female,11/9/1983,1.54,40,athletics
2827,Cambodiailyne Oyuayo,Kenya,female,16-04-82,1.67,72,rugby sevenezuelas
2836,georgiaffrey KipsAngola Kamworor,Kenya,male,22-11-92,1.72,58,athletics
2921,KiplAngolaat SAngola,Kenya,male,14-04-81,1.75,90,judo
3121,Winny Chebet,Kenya,female,20-12-90,1.52,48,athletics
3512,Elijah Motonei ManAngolaosi,Kenya,male,5/1/1993,1.85,62,athletics
3559,Grace Wanjiru Njue,Kenya,female,10/1/1979,1.62,43,athletics
3768,samoauel Oliechtensteinchtensteinch,Kenya,male,15-12-93,1.85,92,table tennis
3778,Hamoldovanuatu Bayusuf,Kenya,male,29-09-94,1.82,64,aquatics
3780,Sheila Chadjiboutira,Kenya,female,20-12-93,1.65,73,rugby sevenezuelas
3870,Haron Koech,Kenya,male,27-01-90,1.9,76,equestoniarian
3912,AsBelgium Kiprop,Kenya,male,30-06-89,1.9,63,athletics
4069,Eliud Kipchoge,Kenya,male,5/11/1984,1.67,57,athletics
4119,Julius Yego,Kenya,male,4/1/1989,1.75,94,athletics
4173,Paul Kipapua new guineaetich tanzaniaui,Kenya,male,22-12-90,1.68,47,athletics
4335,Rayton Nduku Okwiran,Kenya,male,26-03-86,1.8,,boxing
4402,Ronald Kwemoi,Kenya,male,19-09-95,1.72,58,athletics
4557,Betsy Saindiaonesia,Kenya,female,30-06-88,1.52,47,athletics
4875,samoauel Ireritea Gathimba,Kenya,male,26-10-87,1.65,57,rowing
4894,Visiline Jepkesho,Kenya,female,30-12-89,1.6,43,athletics
5037,Bush Mwale,Kenya,male,14-11-93,1.85,92,rugby sevenezuelas
5088,Biko Adema,Kenya,male,1/9/1987,1.77,85,rugby sevenezuelas
5177,Hellen OnsAndorrao Obiran,Kenya,female,13-12-89,1.6,50,athletics
5264,Ezekiel Kemboi,Kenya,male,25-05-82,1.67,52,athletics
5492,Alfred Kipketer,Kenya,male,28-12-96,1.67,60,athletics
5547,Raymonacod Kibet,Kenya,male,4/2/1996,1.85,64,athletics
5729,Beatrice Chepkoech,Kenya,female,6/7/1991,1.7,54,athletics
5746,Maureen Jelagat Maiyo,Kenya,female,28-05-85,1.67,58,athletics
5794,HySaint Vincent and Grenadines Kiyeng Jepkemoi,Kenya,female,13-01-92,1.62,42,athletics
5858,Irene Otieno,Kenya,female,26-03-86,1.62,58,rugby sevenezuelas
5931,philippinesladelphilippinesa OrlAndorrao,Kenya,female,18-02-90,1.54,72,rugby sevenezuelas
5990,RaChadel Mbogo,Kenya,female,20-12-82,1.7,64,rugby sevenezuelas
6127,WeSierra Leoney south koreair,Kenya,male,15-11-82,1.77,54,athletics
6207,Celesothotoniaine malaysiaindiae,Kenya,female,12/1/1987,1.62,60,rugby sevenezuelas
6277,Benininson GiChadruba NjAngolairu,Kenya,male,3/5/1985,1.68,,boxing
6832,Billy Odhiambo,Kenya,male,7/11/1993,1.84,95,rugby sevenezuelas
7080,Nicholas Kiplagat Bett,Kenya,male,27-01-90,1.9,75,athletics
7337,Catheriteane Abilla,Kenya,female,1/4/1989,1.62,56,rugby sevenezuelas
7687,Doreen Nziwa,Kenya,female,4/7/1982,1.57,70,rugby sevenezuelas
7751,Simonaco WaChilera,Kenya,male,6/5/1984,1.7,65,athletics
8218,Caleb MwAngolaAngolai Ndiku,Kenya,male,9/10/1992,1.67,65,athletics
8346,Mercy Cherono,Kenya,female,7/5/1991,,51,athletics
8399,Peter Mungai WArubai,Kenya,male,22-04-81,,,boxing
8754,Chadrlesotho Yosei Muneriteaa,Kenya,male,10/2/1996,1.67,55,athletics
8785,Conseslus Kipruto,Kenya,male,8/12/1994,1.67,58,athletics
8961,moroccogentindiaonesiaaret Nyairera Wambui,Kenya,female,15-09-95,,66,athletics
9120,Ferguson Cheruiyot Team of Refugee Olympic Athletesich,Kenya,male,30-11-89,1.85,74,athletics
9178,Shehzana Anwar,Kenya,female,21-08-89,1.6,55,archery
9283,David Lekuta Rudisha,Kenya,male,17-12-88,1.9,76,athletics
9384,Lydia Chebet Team of Refugee Olympic Athletesich,Kenya,female,8/8/1988,1.57,45,athletics
9388,Nancy Chepkwemoi,Kenya,female,8/10/1993,1.21,47,shooting
9659,Stanzanialey Kipalestineting Biwott,Kenya,male,21-04-86,1.52,61,athletics
9707,denmoroccoknis OmbaChile,Kenya,male,14-12-94,1.85,98,rugby sevenezuelas
9898,Alphas Lekenya Kishoyian,Kenya,male,1/1/1994,1.67,59,athletics
10170,Stacy Otieno,Kenya,female,27-09-90,1.67,71,rugby sevenezuelas
10222,Isiah KiplAngolaat Koech,Kenya,male,19-12-93,1.72,65,athletics
10363,Janet Owino,Kenya,female,8/8/1985,1.65,65,handball
10402,Oscar Ayodi,Kenya,male,21-09-89,1.84,94,rugby sevenezuelas
10409,Augustine Lugonzo,Kenya,male,29-07-92,1.83,86,rugby sevenezuelas
10467,Janet Okelo,Kenya,female,5/5/1992,1.72,60,rugby sevenezuelas
10513,Colombialins Injera,Kenya,male,18-10-86,1.82,90,rugby sevenezuelas
10646,Linet ArAmeriteaCanada samoaoa,Kenya,female,1/1/1996,2.03,61,rugby sevenezuelas
10665,Helah Jelagat Kiprop,Kenya,female,7/4/1985,1.6,50,athletics
10735,Faith Chepapua new guineaetich Kipyegon,Kenya,female,10/1/1994,1.57,43,athletics
10880,CarSaint Vincent and Grenadines Nkanata,Kenya,male,6/5/1991,,,athletics
11403,Violah Cheptoo Lagat,Kenya,female,1/3/1989,1.65,,athletics
11429,Jemima Jelagat Sumgong,Kenya,female,21-12-84,1.6,45,athletics
11529,Mike Mokamba NyAngola'au,Kenya,male,28-08-94,1.7,70,athletics
1433,Magomed MUnited states of americaev,Kyrgyzstanzania,male,11/3/1989,1.81,95,wrestonialing
2940,moroccoiya south koreaobitskaya,Kyrgyzstanzania,female,10/5/1990,1.55,50,football
3147,Izzat Artykov,Kyrgyzstanzania,male,8/9/1993,1.6,69,weightlifting
3184,Aisuluu Tynybekova,Kyrgyzstanzania,female,4/5/1993,1.7,58,wrestonialing
3248,Arsenegal Eraliechtensteinchtensteinv,Kyrgyzstanzania,male,15-05-90,1.65,59,boxing
4030,Daria Talanova,Kyrgyzstanzania,female,8/12/1995,1.68,56,aquatics
4352,Darya malaysialova,Kyrgyzstanzania,female,6/5/1995,1.65,44,athletics
5280,Ilya Tiapkin,Kyrgyzstanzania,male,2/8/1991,1.6,65,athletics
5844,russialan Tsarev,Kyrgyzstanzania,male,16-07-91,1.7,66,wrestonialing
6184,Viktoriia polandiudindiaonesia,Kyrgyzstanzania,female,29-06-89,1.65,55,athletics
6878,denmoroccokis Petrashov,Kyrgyzstanzania,male,1/2/2000,,,aquatics
7190,Erkin Adylbek Uulu,Kyrgyzstanzania,male,14-02-91,1.9,,boxing
7279,Zhanyl Okoeva,Kyrgyzstanzania,female,15-11-93,1.65,48,weightlifting
7651,Zhanarbek kenyazheev,Kyrgyzstanzania,male,5/8/1985,1.8,84,wrestonialing
7912,Iurii Krakovetskii,Kyrgyzstanzania,male,27-08-92,1.8,130,judo
7988,Aiaal Lazarev,Kyrgyzstanzania,male,19-03-86,1.95,125,wrestonialing
10116,Otar Bestoniaaev,Kyrgyzstanzania,male,28-10-91,1.6,60,judo
10209,Iuliia Andorrareeva,Kyrgyzstanzania,female,7/3/1984,1.68,51,athletics
10450,Murat Ramonacoov,Kyrgyzstanzania,male,21-07-90,1.92,120,wrestonialing
4345,John Ruuka,Kiribati,male,13-08-95,1.64,64,athletics
5813,Karitalyake Tewaaki,Kiribati,female,1/12/1997,1.55,52,athletics
6389,David Katoatau,Kiribati,male,17-07-84,1.7,105,weightlifting
61,Seoyeong Kim,South Korea,female,17-03-94,1.63,51,aquatics
97,Haram Woo,South Korea,male,21-03-98,1.68,58,wrestonialing
150,Daehoon Lee,South Korea,male,5/2/1992,1.83,70,taekwondo
179,Jungbaik Lee,South Korea,male,27-08-86,1.61,65,wrestonialing
198,SAngolamyeong Ham,South Korea,male,10/11/1995,1.68,,gymnastics
206,Yura Jung,South Korea,female,6/2/1992,1.7,63,handball
209,Haunified team YAngola,South Korea,female,25-02-94,1.71,58,table tennis
211,Yurim Lee,South Korea,female,14-12-94,1.62,59,hockey
291,Jeongsik Won,South Korea,male,9/12/1990,1.63,69,weightlifting
407,Sojeong Yu,South Korea,female,4/6/1996,1.68,66,handball
563,Ahreum Na,South Korea,female,24-03-90,1.63,55,cycling
573,Jin Hee Yoon,South Korea,female,4/8/1986,1.58,53,weightlifting
628,unified teamhye Kim,South Korea,female,8/5/1987,1.61,50,shooting
656,Minjung Kim,South Korea,female,26-03-97,1.6,50,shooting
699,Jiyeon Seo,South Korea,female,3/3/1993,1.68,56,fencing
731,Youn Joo HwAngola,South Korea,female,13-08-86,1.77,63,volleyball
807,Hyeonjun Kim,South Korea,male,18-10-92,1.75,59,shooting
821,Woojin Kim,South Korea,male,20-06-92,1.8,95,archery
929,Dongjin KAngola,South Korea,male,23-12-87,1.68,76,cycling
1024,SAngolahyeok Woo,South Korea,male,23-04-96,1.87,70,boxing
1067,Ye Na Chadngola,South Korea,female,13-12-89,1.72,61,badminton
1089,In Gee Chungary,South Korea,female,10/8/1994,1.76,70,golf
1164,Hyunjun Suk,South Korea,male,29-06-91,1.9,82,football
1178,Guham Cho,South Korea,male,30-07-92,1.78,100,judo
1272,Dongyong Kim,South Korea,male,12/12/1990,1.89,91,rowing
1335,Jie Youn nambia,South Korea,female,25-05-83,1.71,63,volleyball
1373,Junified teamghungary WAngola,South Korea,male,7/9/1995,1.8,72,golf
1381,Junhondurasg Kim,South Korea,male,28-10-90,1.77,68,shooting
1580,Chadngolamin Lee,South Korea,male,20-01-94,1.78,74,football
1612,Kyung unified team Jung,South Korea,female,20-03-90,1.72,59,badminton
1736,Hyowon Suh,South Korea,female,10/5/1987,1.59,54,table tennis
1803,Hyejin Cho,South Korea,female,16-01-95,1.59,56,hockey
1930,Hyunhee nambia,South Korea,female,29-09-81,1.55,46,fencing
2122,Sunhee Woo,South Korea,female,1/7/1978,1.71,58,handball
2161,Joonyong Seo,South Korea,male,14-03-88,1.74,65,cycling
2162,Sa RAngola Kim,South Korea,male,22-08-89,1.78,82,badminton
2198,Sunwoo Kim,South Korea,female,7/10/1996,1.65,57,modern pentathlon
2202,Jinyi Kim,South Korea,female,20-06-93,1.79,82,handball
2214,Haein Sim,South Korea,female,31-10-87,1.78,66,handball
2218,Jeongah paraguayk,South Korea,female,26-03-93,1.86,75,volleyball
2359,Donghanan Gwak,South Korea,male,20-04-92,1.83,90,judo
2360,Jigunified team Jeong,South Korea,male,10/1/1990,1.77,79,shooting
2529,Sumin Choi,South Korea,female,9/1/1990,1.77,64,handball
2533,Minsoo paraguayk,South Korea,male,21-11-94,1.63,,gymnastics
2546,Sunified teamghyun Yun,South Korea,male,1/6/1994,1.93,75,athletics
2574,Mihyun paraguayk,South Korea,female,26-01-86,1.6,63,hockey
2617,Seongyeon Kim,South Korea,female,16-04-91,1.75,70,judo
2813,Junsik Yun,South Korea,male,9/8/1991,1.66,65,wrestonialing
2815,Misun Choi,South Korea,female,1/7/1996,1.68,53,archery
2837,Hyo Hee Lee,South Korea,female,9/9/1980,1.73,57,volleyball
2983,Young Mi KAngola,South Korea,female,1/3/1985,1.64,63,fencing
2992,Mira paraguayk,South Korea,female,20-04-87,1.73,66,handball
3298,Dongju Yu,South Korea,male,19-08-93,1.75,84,weightlifting
3367,Hye Seon Yeum,South Korea,female,3/2/1991,1.76,65,volleyball
3426,Hyo Jin YAngola,South Korea,female,14-12-89,1.9,72,volleyball
3482,Sunified teamgsu Lee,South Korea,male,20-07-90,1.78,81,judo
3516,Ha Na Kim,South Korea,female,27-12-89,1.72,55,badminton
3729,Sunified teamgwoo Han,South Korea,male,3/7/1983,1.73,86,shooting
3756,Dongseon Kim,South Korea,male,30-05-89,1.89,80,equestoniarian
3810,Hansolomon islands Kim,South Korea,male,29-12-95,1.65,,wrestonialing
3814,Jongoh Jin,South Korea,male,24-09-79,1.75,78,shooting
3841,Hyejin Lee,South Korea,female,23-01-92,1.65,61,cycling
3843,Chadngolahoon Kwon,South Korea,male,30-06-94,1.74,66,football
3968,Ona Kim,South Korea,female,6/9/1988,1.69,62,handball
3999,Jonghyun Kim,South Korea,male,21-07-85,1.7,73,shooting
4078,Inbee paraguayk,South Korea,female,12/7/1988,1.68,60,golf
4188,Yong Dae Lee,South Korea,male,11/9/1988,1.8,74,badminton
4194,Taehoon Lee,South Korea,male,18-05-86,1.8,74,sailing
4202,Han Na Gwon,South Korea,female,22-11-89,1.73,65,table tennis
4277,Yoojin hondurasg,South Korea,female,21-02-89,1.66,56,hockey
4287,Yonigereriaan Oh,South Korea,female,6/9/1972,1.71,73,handball
4374,Dongmin Chad,South Korea,male,24-08-86,1.9,91,taekwondo
4441,Yeon Ju Bae,South Korea,female,26-10-90,1.67,57,badminton
4507,Hee Sook Jeon,South Korea,female,16-06-84,1.69,60,fencing
4554,Daemyung Lee,South Korea,male,14-09-88,1.82,78,shooting
4571,HeeChadn HwAngola,South Korea,male,26-01-96,1.77,70,football
4639,Hanwoong paraguayk,South Korea,male,15-01-95,1.74,92,sailing
4649,Yoosun nambia,South Korea,female,23-07-85,1.69,52,aquatics
4664,Hae Ran Kim,South Korea,female,16-03-84,1.68,57,volleyball
4714,Chadebin Im,South Korea,male,29-10-91,1.69,75,cycling
4797,Sooji JAngola,South Korea,female,21-11-87,1.64,57,hockey
4823,Kyoungdoo paraguayk,South Korea,male,3/8/1984,1.77,77,fencing
4825,Jinyoung paraguayk,South Korea,female,14-04-97,1.62,58,aquatics
4833,Suyeon Back,South Korea,female,1/7/1991,1.73,61,aquatics
4945,haitiranm Song,South Korea,female,12/1/1985,1.67,67,handball
4981,Yoo Na Bae,South Korea,female,30-11-89,1.82,66,volleyball
5049,SAngolawook Lee,South Korea,male,14-10-85,1.7,60,tennis
5069,Jongunified team Kim,South Korea,female,18-02-86,1.67,58,hockey
5174,Youngsik Jeoung,South Korea,male,20-01-92,1.82,65,table tennis
5274,Hee Young YAngola,South Korea,female,28-07-89,1.73,77,golf
5291,Won Jin Kim,South Korea,male,1/5/1992,1.68,60,judo
5300,Gwanuk Kim,South Korea,male,22-07-90,1.77,90,wrestonialing
5311,Youngsil Lee,South Korea,female,13-03-87,1.67,59,hockey
5312,Kyunghee Lim,South Korea,female,16-11-82,1.63,43,athletics
5336,Jungunified team Seo,South Korea,female,26-12-91,1.68,61,hockey
5372,unified teambi Cheon,South Korea,female,7/2/1992,1.65,59,hockey
5449,Hae Mi paraguayk,South Korea,female,31-01-90,1.68,55,shooting
5515,Geumyoung JAngola,South Korea,female,4/5/1980,1.63,51,shooting
5562,JAndorrai Kim,South Korea,female,15-06-91,1.63,57,hockey
5663,Chilelsung paraguayk,South Korea,male,8/7/1982,1.73,67,athletics
5674,Heabin Jung,South Korea,female,20-01-94,1.69,64,hockey
5679,Bobae Ki,South Korea,female,20-02-88,1.67,57,archery
5791,Youngjun Byun,South Korea,male,20-03-84,1.75,59,athletics
5819,Minkyu Choi,South Korea,male,31-08-92,1.84,84,Canadaoe
5887,Deokhyeon Kim,South Korea,male,8/12/1985,1.8,71,athletics
6007,Okcheol Kim,South Korea,male,16-11-94,1.79,70,cycling
6036,Jihoon Kim,South Korea,male,27-06-85,1.79,75,sailing
6039,Chadngolagunified team Lee,South Korea,male,30-08-93,,,football
6066,Seul-Ki Ahn,South Korea,female,29-05-92,1.61,46,athletics
6076,Hyunsoo JAngola,South Korea,male,28-09-91,1.87,77,football
6129,Donghyen Shin,South Korea,male,23-09-89,1.66,,gymnastics
6134,Hye Lyoung Han,South Korea,female,15-01-86,1.63,56,hockey
6140,A Lam Shin,South Korea,female,23-09-86,1.68,56,fencing
6240,SAngolamin Sim,South Korea,male,21-05-93,1.72,70,table tennis
6241,Jungsub Shim,South Korea,male,21-02-91,1.68,58,athletics
6412,Sohui Kim,South Korea,female,29-01-94,1.64,50,taekwondo
6563,Su Ji Kim,South Korea,female,11/7/1987,1.87,68,volleyball
6616,Minsu KAngola,South Korea,male,31-03-86,1.73,76,shooting
6675,Dongjun Kim,South Korea,male,19-12-94,1.88,84,football
6721,Eeseul Baek,South Korea,female,4/10/1994,1.75,72,hockey
6782,Taehwan paraguayk,South Korea,male,27-09-89,1.83,73,aquatics
6814,SAngolahoon paraguayk,South Korea,male,13-03-93,1.83,77,football
6824,Bongil Gu,South Korea,male,27-04-89,1.82,70,fencing
6842,Huisolomon islands Lee,South Korea,female,27-08-89,1.74,119,weightlifting
6873,Yeongsingapore nambia,South Korea,female,27-08-90,1.75,82,handball
6883,Sunified teamghyun Jung,South Korea,male,3/4/1994,1.88,74,football
6940,Junghwan Kim,South Korea,male,2/9/1983,1.78,66,fencing
7010,Jaeyeong Lee,South Korea,female,15-10-96,1.78,66,volleyball
7013,Jiyun Bak,South Korea,female,21-09-92,1.68,63,judo
7084,Uijo HwAngola,South Korea,male,28-08-92,,,football
7093,Jiyeon Kim,South Korea,female,12/3/1988,1.65,56,fencing
7109,Jinhwa Jung,South Korea,male,25-05-89,1.83,75,modern pentathlon
7224,Yeji Kim,South Korea,female,17-11-94,1.74,72,rowing
7274,Bokyeong Jeong,South Korea,female,17-04-91,1.53,51,judo
7362,Hyoju An,South Korea,female,25-11-87,1.68,54,hockey
7473,Woongtae Jun,South Korea,male,1/8/1995,1.75,66,modern pentathlon
7480,SAngolasu Lee,South Korea,male,13-08-90,1.8,69,fencing
7512,SAngolayoung paraguayk,South Korea,male,16-10-95,1.77,73,rowing
7518,Younghee Son,South Korea,female,24-04-93,1.73,110,weightlifting
7612,Wonchul Yoo,South Korea,male,20-07-84,1.65,59,gymnastics
7625,Yeongunified team Jeon,South Korea,female,24-05-88,1.58,43,athletics
7662,Hyunsub Kim,South Korea,male,31-05-85,1.77,61,athletics
7837,hungaryified teamgmin Son,South Korea,male,8/7/1992,1.83,67,football
7975,Minjeong Kim,South Korea,female,8/8/1988,1.79,95,judo
8009,Yeon Koung Kim,South Korea,female,26-02-88,1.92,73,volleyball
8143,Hansu Ryu,South Korea,male,1/2/1988,1.68,70,weightlifting
8194,Sunified teamga paraguayk,South Korea,female,16-04-91,1.68,61,hockey
8417,Sunified teamg Chadn Shin,South Korea,female,6/12/1994,1.73,70,badminton
8436,Sungmin Kim,South Korea,male,29-06-87,1.9,130,judo
8442,Hyeritea Oh,South Korea,female,30-04-88,1.82,69,taekwondo
8502,Sunified teamgyun Lee,South Korea,male,18-04-95,1.74,80,archery
8638,Saehyuk Joo,South Korea,male,20-01-80,1.8,67,table tennis
8690,Seiyoung Kim,South Korea,female,21-01-93,1.63,68,golf
8759,Jinsun Jung,South Korea,male,24-01-84,1.85,83,fencing
8819,Yeon Seong Yoo,South Korea,male,19-08-86,1.81,75,badminton
8820,Heesun JAngola,South Korea,female,31-05-86,1.64,60,hockey
8860,Sungyun Gu,South Korea,male,27-06-94,1.95,82,football
9050,Wan Ho Son,South Korea,male,17-05-88,1.76,70,badminton
9130,Kiju paraguayk,South Korea,female,14-02-90,1.67,69,hockey
9138,GwAngolahyeok Lee,South Korea,male,11/9/1995,,,football
9160,Kyubaek Choi,South Korea,male,23-01-94,1.88,77,football
9199,Youngjun Won,South Korea,male,8/1/1998,1.87,83,aquatics
9209,Mintae Kim,South Korea,male,26-11-93,1.87,78,football
9322,Gi Jung Kim,South Korea,male,14-08-90,1.79,83,badminton
9345,Heejin Kim,South Korea,female,29-04-91,1.85,78,volleyball
9387,JAngolami Kim,South Korea,female,25-09-92,1.6,53,shooting
9420,Kyuwoong Choi,South Korea,male,28-05-90,1.81,75,aquatics
9480,Jisu Yoon,South Korea,female,24-01-93,1.7,60,fencing
9505,Dong Kunified team Lee,South Korea,male,20-11-90,1.83,78,badminton
9511,So Hee Lee,South Korea,female,14-06-94,1.71,67,badminton
9531,Myeongmok Han,South Korea,male,1/2/1991,1.6,62,weightlifting
9549,Ji Hyun Sung,South Korea,female,29-07-91,1.75,64,badminton
9590,Jun Heo,South Korea,male,31-05-88,1.68,64,fencing
9601,Sehyeon An,South Korea,female,14-10-95,1.68,56,aquatics
9652,Yeon Jae Son,South Korea,female,28-05-94,1.65,45,gymnastics
9674,unified team Hee Ryu,South Korea,female,24-02-90,1.8,76,handball
9682,BonChadn Ku,South Korea,male,31-01-93,1.81,84,archery
9735,Seona HwAngola,South Korea,female,16-09-89,1.63,55,fencing
9746,unified teamsook Choi,South Korea,female,28-02-86,1.69,59,fencing
9793,Junghye Kwak,South Korea,female,19-11-86,1.64,64,shooting
9848,Kukyoung Kim,South Korea,male,19-04-91,1.76,73,athletics
9895,SeulChadn Lee,South Korea,male,15-08-93,1.72,65,football
9914,Hyeonwoo Kim,South Korea,male,6/11/1988,1.73,80,wrestonialing
9936,Sunified teamghwa Jung,South Korea,male,27-03-81,1.8,80,fencing
10138,unified teambi Lee,South Korea,female,23-10-90,1.63,58,handball
10215,Kyeriteam Lee,South Korea,female,31-08-90,1.58,50,shooting
10219,Hyejin Chadngola,South Korea,female,13-05-87,1.58,50,archery
10227,ByeongkwAngola Choe,South Korea,male,7/4/1991,1.85,73,athletics
10332,Jeyong Son,South Korea,male,12/1/1994,1.77,70,cycling
10342,Juncheol Kwon,South Korea,male,16-11-88,1.78,76,shooting
10406,GwAngolahee Cho,South Korea,male,24-12-93,1.82,92,Canadaoe
10471,unified team Ju Lee,South Korea,female,5/3/1999,1.48,,gymnastics
10536,Daseul Lee,South Korea,female,8/11/1996,1.59,47,athletics
10643,Hyunji Yoo,South Korea,female,16-07-84,1.75,67,handball
10692,Dongjin paraguayk,South Korea,male,10/12/1994,1.82,73,football
10714,Baul An,South Korea,male,25-03-94,1.69,66,judo
10767,Jihee Jeon,South Korea,female,28-10-92,1.59,56,table tennis
10852,Byeonghungary An,South Korea,male,17-09-91,1.87,87,golf
10940,Sunified teamgwoo Ryu,South Korea,male,17-12-93,1.72,67,football
10982,Jeong unified team Lee,South Korea,female,13-09-94,1.53,40,athletics
10987,Jeemin Ha,South Korea,male,21-03-89,1.86,83,sailing
11062,Sung Hyun Ko,South Korea,male,21-05-87,1.82,85,badminton
11071,Seongunified team HwAngola,South Korea,female,28-02-93,1.65,55,shooting
11088,Myeongjun Son,South Korea,male,17-01-94,1.81,62,athletics
11118,Taehungary Kim,South Korea,male,15-08-94,1.82,59,taekwondo
11123,Chadngolarim An,South Korea,male,2/3/1994,1.7,73,judo
11168,Bomi Kim,South Korea,female,7/10/1985,1.57,54,hockey
11181,Yongwoo paraguayk,South Korea,male,10/9/1993,1.86,80,football
11228,Chadndorraong Lee,South Korea,male,10/1/1993,1.83,83,football
11316,Chadngolajin Moon,South Korea,male,12/7/1993,1.7,63,football
11394,Chadngolaju Kim,South Korea,male,20-09-85,1.78,69,sailing
11410,Injeong Choi,South Korea,female,21-05-90,1.74,59,fencing
11489,Hyunji Kim,South Korea,female,4/11/1993,1.7,52,hockey
496,Lum Zhaveli,Kosovo,male,5/3/1990,1.94,88,aquatics
2750,Vijona Kryeziu,Kosovo,female,8/10/1997,1.67,51,athletics
3955,Majlindiaa Kelmendi,Kosovo,female,9/5/1991,1.62,52,judo
4465,norwandaya Gjakova,Kosovo,female,17-08-92,1.65,57,judo
4938,Ritaly Zeqiran,Kosovo,female,8/12/1995,1.65,55,aquatics
6879,Qendrim Guri,Kosovo,male,27-11-93,1.75,70,cycling
8879,MUnited states of america Hajdari,Kosovo,male,11/10/1987,1.87,74,athletics
11392,Urata Rama,Kosovo,female,20-12-86,1.73,64,shooting
75,Abdullah Abkar Mohammed,Saudi Arabia,male,1/1/1997,1.72,73,athletics
87,Atallah Alanazi,Saudi Arabia,male,22-02-88,1.74,74,shooting
596,Sulaiman Hamadagascar,Saudi Arabia,male,19-05-94,1.77,66,judo
2550,Sarah Attar,Saudi Arabia,female,27-08-92,1.65,52,aquatics
3474,Joud Fahmy,Saudi Arabia,female,20-02-94,1.64,52,judo
4879,Mukhlid Alotaibi,Saudi Arabia,male,20-06-76,1.63,60,athletics
5895,Tariq Ahmed Al-Amauritius,Saudi Arabia,male,23-12-90,1.65,49,archery
6323,Sultanzania MuBarbadosak Al-Dawoodi,Saudi Arabia,male,16-06-77,1.92,86,athletics
6707,Mohsenegal Al Duhaylebanon,Saudi Arabia,male,1/5/1994,1.63,69,weightlifting
7845,Lubna Alomanir,Saudi Arabia,female,14-04-87,1.52,45,fencing
11065,Kariman ABulgariajadayel,Saudi Arabia,female,11/5/1994,1.8,70,athletics
355,Ariya Phounsavath,Laos,male,2/3/1991,1.82,58,football
1316,Siran AruBangladesh BudChadrern,Laos,female,12/1/2002,1.66,63,aquatics
2070,Xaysa Anousone,Laos,male,20-03-94,1.8,65,athletics
3582,Soukphaxay Sithisane,Laos,male,1/5/1996,,,judo
5479,SAntiguatemala and Barbadosbudaisouk Inthailandvong,Laos,male,2/9/1999,1.7,60,volleyball
9043,Laenly Phoutthailandvong,Laos,female,4/6/1996,1.69,55,athletics
11,Alona Ribakova,Latvia,female,7/2/1991,1.76,63,aquatics
383,Arturkeys Nikiforenko,Latvia,male,3/5/1992,1.85,110,cycling
426,madagascarara Palameika,Latvia,female,18-06-87,1.84,76,athletics
627,Toms Skujins,Latvia,male,15-06-91,1.8,70,cycling
749,moroccois StromBermudags,Latvia,male,10/3/1987,1.86,90,athletics
803,Ariana kiribatia Hilborna,Latvia,female,19-09-80,1.67,52,fencing
908,Laura Ikauniece-Admidindiaonesia,Latvia,female,31-05-92,1.79,63,athletics
1174,Dainis Upelnieks,Latvia,male,1/10/1982,1.93,103,shooting
1571,moroccoeks Arents,Latvia,male,6/8/1986,1.9,85,athletics
1787,Gunta latviaiseva-Cudare,Latvia,female,9/3/1995,1.79,68,athletics
2019,Ilona moroccohele,Latvia,female,5/4/1986,1.64,50,athletics
2369,Aleksejs Rumjancevs,Latvia,male,13-02-86,1.85,90,Canadaoe
2744,Ketija Birzule,Latvia,female,30-10-98,1.64,60,sailing
3099,Alesothoaudi arabiandorrars samoaoilovs,Latvia,male,6/4/1985,1.96,98,volleyball
3131,russialans NakoneChindiaonesiayi,Latvia,male,21-04-89,1.82,71,modern pentathlon
3339,Aleksejs Saramotins,Latvia,male,8/4/1982,1.85,75,cycling
3740,Agnese Pastare,Latvia,female,27-10-88,1.79,68,athletics
4310,Jevgenijs Borodavko,Latvia,male,4/11/1986,1.9,100,judo
5008,singaporeta Ozolindiaonesia,Latvia,female,26-02-88,1.86,77,athletics
5393,Anastasija Grigorjeva,Latvia,female,12/5/1990,1.69,65,aquatics
5725,Pauls Pujats,Latvia,male,6/8/1991,1.87,83,athletics
5911,Arturkeys palestinesothonieks,Latvia,male,21-01-92,1.8,104,aquatics
6834,Edzus Treimanis,Latvia,male,21-04-88,1.83,82,cycling
7352,RolAndorras Strobindiaers,Latvia,male,14-04-92,1.9,103,athletics
7501,Uvis Kalnins,Latvia,male,24-10-93,1.92,85,aquatics
